problem,solution,answer,problem_type
"西红花煎汤内服，成人的一日用量

A.0 1～0 3g
B.0 6～0 9g
C.1～3g
D.5～9g
E.10～15g",$C$,C,single_choice
"下列哪项是太阳病的主要病机：（    ）

A.风邪外袭，卫外不固，营不内守
B.风寒袭表，郁遏卫气，损伤营阴
C.风寒外束，卫阳被遏，营阴郁滞
D.寒邪袭表，郁遏卫气，损伤营阴
E.风寒袭表，营卫不和，正邪交争",$D$,D,single_choice
"功血可发生于

A.月经初潮后的青春期
B.生育期的妇女
C.月经初潮后至绝经间的任何年龄
D.更年期妇女",$A$,A,single_choice
"治疗风寒闭肺型喘证的首选方剂是：

A.麻杏石甘汤
B.桑白皮汤
C.定喘汤
D.麻黄汤
E.二陈汤",$D$,D,single_choice
"下列关于栓剂的说法，错误的是 。

A.适用于不能口服给药的患者
B.不能发挥全身治疗作用
C.常用的有肛门栓和阴道栓
D.药物不受胃肠道酶的破坏
E.可在腔道起局部治疗作用",$B$,B,single_choice
"下肢痿软无力，不能站立，神疲嗜睡，食少，舌淡嫩，脉缓弱，是：（      ）

A.气虚证
B.气陷证
C.气不固证
D.气脱证
E.气逆证",$A$,A,single_choice
"首次全面系统整理、补充《神农本草经》的本草著作是 。

A.《本草纲目》
B.《新修本草》
C.《本草经集注》
D.《本草纲目拾遗》
E.《证类本草》",$C$,C,single_choice
"发酵的目的是 。

A.产生新的治疗作用
B.降低毒性
C.清除杂质
D.消除副作用
E.降低疗效",$A$,A,single_choice
"具有“主束骨而利机关”作用

A.十二经别
B.十二经筋
C.十五别络
D.十二皮部",$B$,B,single_choice
"独活配羌活的作用是

A.既能燥湿行气，又能消食健脾
B.走里达表，散风寒湿力强
C.增强化湿和中，解暑发表功效
D.既祛风寒湿，又能强腰膝
E.既能祛风湿通经络，又能降血压",$B$,B,single_choice
"艾叶加工采用的方法是 。

A.碾捣
B.朱砂拌衣
C.青黛拌衣
D.揉搓
E.制绒",$E$,E,single_choice
"阳证痈疡肿毒初起。红肿焮痛，或身热凛寒，苔薄白或黄，脉数有力。治宜选用

A.仙方活命饮
B.四妙勇安汤
C.导赤散
D.五味消毒饮
E.黄连解毒汤",$A$,A,single_choice
"健脾生血颗粒的主治是

A.脾胃虚弱所致的血虚证
B.阴虚内热所致的消渴证
C.肺肾两亏所致的虚劳咳嗽
D.心脾两虚所致的血虚证
E.肾虚精亏所致阳痿不育",$A$,A,single_choice
"下列何证的主症是寒热往来，胸胁苦满，心烦喜呕：（    ）

A.阳明病证
B.厥阴病证
C.太阴病证
D.太阳病证
E.少阳病证",$E$,E,single_choice
"桃核承气汤证的病机是：

A.下焦蓄血
B.下焦湿热
C.下焦热结
D.下焦实热
E.下焦蓄水",$A$,A,single_choice
"黄酮类化合物常可与铝盐、铅盐、锆盐、镁盐等试剂反应，生成有色络合物。与1％三氯化铝反应生成 。

A.pH＝75
B.pH＜7
C.pH＝85
D.pH＞85
E.pH＞7",$D$,D,single_choice
"皮肤炎症在慢性阶段有浸润肥厚、角化过度时

A.用洗剂为主
B.用软膏为主
C.用粉剂为主
D.用酊剂为主",$B$,B,single_choice
"证候真假的所谓“真”，最主要是指：（         ）

A.病人真实的临床表现
B.临床上常见的证候
C.与病理本质相符的症
D.本病或者久病之症
E.病人的病情完全真实",$C$,C,single_choice
"五行中，木的特性是

A.润下
B.稼穑
C.炎上
D.曲直",$D$,D,single_choice
"“肺为水之上源”是指其能

A.宣发布散津液
B.其气肃降，有利于大肠主津
C.辅助心脏，转输气血津液
D.肃降水液，通调水道
E.宣发卫气，调节汗液排泄",$D$,D,single_choice
"后半夜被称为

A.阴中之至阴
B.阳中之阴
C.阴中之阳
D.阴中之阴
E.阳中之阳",$C$,C,single_choice
"壮热烦渴，口干舌燥，面赤恶热，大汗，脉洪大有力，治宜用（ ）

A.白虎加人参汤
B.凉膈散
C.竹叶石膏汤
D.白虎汤
E.清暑益气汤",$D$,D,single_choice
"腹部按诊，局部灼热痛不可忍者为：（    ）

A.阳明经热证
B.阳明腑实证
C.内痈
D.蛔虫
E.气胀",$C$,C,single_choice
"因寒凝血瘀而致痛经，首选方是

A.膈下逐瘀汤
B.血府逐瘀汤
C.少腹逐瘀汤
D.桃红四物汤
E.桂枝茯苓丸",$C$,C,single_choice
"痞是：（    ）

A.心下按之硬而痛
B.心下满，按之柔软无压痛
C.腹内有块，按之坚硬，推之不移，痛有定处
D.肿块时聚时散，或按之无形，痛无定处
E.腹有结聚，按之硬，可移动聚散的。",$B$,B,single_choice
"士的宁为马钱子的主要毒性成分，因此要特别注意控制用量，成人所用士的宁的致死量是 。

A.25mg
B.35mg
C.20mg
D.30mg
E.15mg",$D$,D,single_choice
"发热微恶寒，口渴咽干，干咳，舌干苔黄，脉浮数。证属：（      ）

A.伤暑证
B.温燥证
C.凉燥证
D.内燥证
E.阴虚证",$B$,B,single_choice
"治疗水肿脾阳虚衰证的首选方是

A.五皮饮合胃苓汤
B.麻黄连翘赤小豆汤合五味消毒饮
C.越婢加术汤
D.疏凿饮子
E.实脾饮",$E$,E,single_choice
"小儿湿热蕴结大肠所致的泄泻宜选用

A.止泻灵颗粒
B.增液口服液
C.健脾康儿片
D.通便灵胶囊
E.小儿泻速停颗粒",$E$,E,single_choice
"属于活血通痹剂的是

A.小活络丸
B.独活寄生合剂
C.颈复康颗粒
D.四妙丸
E.香连丸",$C$,C,single_choice
"风湿热痹慎用的是

A.补中益气丸
B.木瓜丸
C.济生肾气丸
D.柏子养心丸
E.痛风定胶囊",$B$,B,single_choice
"黄连中的生物碱类型主要是 。

A.小檗碱
B.麻黄碱
C.槟榔碱
D.咖啡因
E.甜菜碱",$A$,A,single_choice
"明胶空心胶囊重金属不得超过 。

A.20mg/kg
B.60mg/kg
C.40mg/kg
D.80mg/kg
E.50mg/kg",$C$,C,single_choice
"以下不属于当归的主治的有

A.肺热咳嗽痰多
B.月经不调，经闭，痛经
C.虚寒腹痛，瘀血作痛，跌打损伤，痹痛麻木
D.大便泄泻
E.痈疽疮疡",$A$,A,single_choice
"炮制法半夏的辅料应选用 。

A.甘草、生姜
B.甘草、生石灰
C.生姜、明矾
D.甘草、金银花
E.甘草、皂角",$B$,B,single_choice
"以下哪一项不属于中医护理的基本原则

A.辨证施护
B.标本缓急
C.同病异护，异病同护
D.三因制宜",$C$,C,single_choice
"下列哪项不是积证的特征

A.结块有形
B.结块固定不移
C.痛有定处
D.病在气分
E.是为脏病",$D$,D,single_choice
"安神补脑液含有的西药成分是

A.维生素B1
B.氢氧化铝
C.氢氯噻嗪
D.格列本脲
E.马来酸氯苯那敏",$A$,A,single_choice
"四物汤的主治证是

A.阴虚内热证
B.阴阳不足证
C.阴血亏虚证
D.血虚阳浮发热证
E.营血虚滞证",$E$,E,single_choice
"下列膜剂的成膜材料中，其成膜性、抗拉强度、柔韧性、吸湿性及水溶性最好的为 。

A.基乙烯吡啶衍生物
B.玉米朊
C.聚乙烯胺类
D.聚乙烯醇
E.阿拉伯胶",$D$,D,single_choice
"乌梅的主治病证是

A.外感咳嗽
B.湿热泻痢
C.瘀阻出血
D.蛔厥腹痛
E.积滞腹痛",$D$,D,single_choice
"在显微镜下可见腺毛表面观鞋底形的药材粉末是 。

A.大青叶
B.金银花
C.艾叶
D.穿心莲
E.洋金花",$C$,C,single_choice
"寒湿困脾证最常见的原因是：(    )

A.暴饮暴食
B.过食生冷
C.思虑过度
D.劳倦内伤
E.久泄久痢",$B$,B,single_choice
"舌胖短缩，苔腻的主病是：(    )

A.痰湿内阻
B.寒滞经脉
C.水湿不化
D.邪热亢盛
E.肝风内动",$A$,A,single_choice
"延胡索的加工方法是 。

A.除去泥沙及须根，晒干
B.蒸制后干燥
C.去粗皮切段晒干
D.去外皮，水煮至透心，立即捞出冷水浸泡，取出晒干
E.煮至恰无白心时，取出，晒干",$E$,E,single_choice
"气滞的病机是

A.元气耗损，脏腑功能衰退
B.气机不畅，脏腑经络功能 障碍
C.气机失常，脏腑之气逆上
D.气虚升举无力，脏腑位置 下移",$B$,B,single_choice
"刘某，男，39岁，性情素喜抑郁。久患便秘，欲便不得，伴胸胁痞满，肠鸣矢气，腹中胀痛，嗳气频作，纳食减少。舌苔薄腻，脉弦。治宜选用

A.柴胡疏肝散
B.四逆散
C.六磨汤
D.大承气汤
E.木香顺气丸",$C$,C,single_choice
"尿液中糖类主要为葡萄糖，在正常情况下含量极微，用一般检测方法呈阴性反应，故对其进行定量检测，其正常值应该为

A.016～0.2mmol/24h
B.026～0.4mol/24h
C.036～3.0mol/24h
D.046～4.0mol/24h
E.056～5.0mol/24h",$A$,A,single_choice
"症见心悸不安,失眠健忘,头晕乏力,气短易汗,纳少胸闷，舌淡红,舌苔薄白, 脉细弱。证属：

A.心肾不交
B.心胆气虚
C.心脾两虚
D.心血瘀阻
E.心阳亏虚",$C$,C,single_choice
"川芎茶调散的功能是

A.镇肝熄风，滋阴潜阳
B.祛风清热，养血活血
C.清热解毒
D.疏风止痛
E.活血化疾，凉血止血",$D$,D,single_choice
"黄芪桂枝五物汤的主治证是：

A.虚劳里急证
B.血虚寒厥证
C.虚寒腹痛证
D.血痹证
E.脾胃虚寒证",$D$,D,single_choice
"芳香化湿药使用中应注意的是

A.入汤剂宜久煎
B.入汤剂应先下
C.入汤剂不宜久煎
D.多入丸、散剂
E.脾虚者忌用",$C$,C,single_choice
"麻黄汤主要用于治疗以下哪种情况的喘证患者

A.喘息气促，胸部胀闷，咳嗽，痰多稀薄色白，兼有头痛，无汗，恶寒，或伴发热，口不渴，舌苔薄白，脉浮紧
B.喘咳上气，胸胀或痛，息粗，鼻煽，咳而不爽，吐痰粘稠，伴形寒，身热，烦闷，口渴，舌苔薄白或黄，舌边红，脉浮数或滑
C.喘咳气涌，胸部胀痛，痰多粘稠色黄，或夹血色，伴胸中烦热，身热，有汗，渴喜冷饮，面红，咽干，尿赤，苔黄或腻，脉滑数
D.喘而胸满闷窒，甚则胸盈仰息，咳嗽，痰多粘腻色白，咯吐不利，兼有呕恶纳呆，口粘不渴，苔厚腻色白，脉滑",$A$,A,single_choice
"患者发热，卒然昏倒，汗出不止，口渴，气急，甚或昏迷惊厥，舌绛干燥，脉濡数，证属：（      ）

A.亡阳
B.亡阴
C.中暑
D.心阳暴脱",$C$,C,single_choice
"通便灵胶囊可以治疗的病证有

A.热结便秘
B.长期卧床便秘
C.水停气滞所致的水肿
D.一时性腹胀便秘
E.老年习惯性便秘",$A$,A,single_choice
"据《素问·六节藏象论》论述，十一藏的功能取决于何藏？

A.肝
B.心
C.脾
D.肾
E.胆",$E$,E,single_choice
"生化汤的组成中含有：

A.桂枝芍药.丹皮
B.桃仁红花.炮姜
C.当归川芎.炮姜
D.茯苓泽泻.桂枝
E.大黄芒硝.桂枝",$C$,C,single_choice
"哪种中药材采收时可采用环剥技术 。

A.红花
B.黄柏
C.大黄
D.牡丹皮
E.槐米",$B$,B,single_choice
"防止注射剂主药氧化的金属离子络合剂是 。

A.乙二胺四乙酸
B.亚硫酸钠
C.焦亚硫酸钠
D.亚硫酸氢钠
E.硫代硫酸钠",$A$,A,single_choice
"大定风珠的药组有（ ）

A.生龟板、生牡蛎
B.怀牛膝、川楝子
C.生赭石、生龙骨
D.生麦芽、茵陈
E.钩藤、天麻",$A$,A,single_choice
"消风止痒颗粒的功能不包括

A.清热
B.除湿
C.消风
D.止痒
E.活血",$E$,E,single_choice
"白疕治法正确的是

A.气血瘀滞证——当归饮子加减
B.血热内蕴证——犀角地黄汤加减
C.血虚风燥证——桃红四物汤加减
D.湿毒蕴阻证——清瘟败毒饮加减",$C$,C,single_choice
"健脾生血颗粒除健脾养血外，还可

A.养心安神
B.和胃安神
C.补中益气
D.温补气血
E.活血补血",$B$,B,single_choice
"两目干涩，视物昏花，甚则夜 盲，多因

A.肝气上逆
B.肝火上炎
C.肝阳上亢
D.肝风上扰
E.肝血不足",$E$,E,single_choice
"下列除哪项外，均为黄疸急黄证的主要症状

A.衄血便血，肌肤瘀斑
B.身目发黄，色晦暗无泽
C.舌质红绛，苔黄燥
D.壮热烦渴,神昏谵语",$B$,B,single_choice
"臁疮治疗的关键在

A.益气活血、去瘀生新
B.清热利湿、益气活血
C.和营解毒、清热利湿
D.益气活血、清热解毒",$D$,D,single_choice
"对矿物类药材的鉴别最具有意义的颜色是 。

A.假色
B.投射色
C.本色
D.条痕色
E.外色",$D$,D,single_choice
"鉴别苦杏仁苷的香气主要来自于 。

A.Vitail反应
B.Molish反应
C.Feigl反应
D.Kesting-Craven反应
E.Gibb反应",$B$,B,single_choice
"陈皮在清气化痰丸中的功用是

A.理气宽中
B.化痰消痞
C.燥湿化痰
D.止咳平喘
E.降气止咳",$A$,A,single_choice
"上焦邪热可见：（    ）

A.自汗
B.盗汗
C.大汗
D.战汗
E.头汗",$E$,E,single_choice
"绵马贯众的入药部位为 。

A.根茎
B.块茎
C.块根
D.鳞茎
E.干燥根茎和叶柄残基",$E$,E,single_choice
"处方直接写药名，需调配清炒品的是

A.地榆
B.苍耳子
C.僵蚕
D.龟甲
E.补骨脂",$B$,B,single_choice
"下列哪项不是引起头晕的主要原因

A.气血亏虚
B.肝阳上亢
C.湿热蕴脾
D.痰湿内阻
E.肾虚精亏",$C$,C,single_choice
"老人心脾两虚宜选用

A.人参归脾丸
B.六味地黄丸
C.补中益气丸
D.生脉饮
E.龟龄集",$A$,A,single_choice
"喘证中实喘主要包括哪些主要证型

A.风寒袭肺
B.喘脱
C.痰热郁肺
D.表寒里热
E.肝气郁闭",$A$,A,single_choice
"丸剂的药物衣，利湿、渗水、清下焦湿热的药物常用 。

A.60min
B.120min
C.5min
D.15min
E.30min",$A$,A,single_choice
"以下方剂可以治疗小儿咳嗽喘息病证的有

A.小儿咳喘灵颗粒
B.清宣止咳颗粒
C.鹭鸶咯丸
D.一捻金
E.儿童清肺丸",$A$,A,single_choice
"利水渗湿药适应证有

A.小便不利
B.黄疸
C.带下
D.痰饮
E.水肿",$A$,A,single_choice
"马钱子中药含的生物碱是 。

A.士的宁
B.小檗碱
C.氧化苦参碱
D.莨菪碱
E.麻黄碱",$A$,A,single_choice
"玉女煎的君药是

A.熟地
B.知母
C.牛膝
D.麦冬
E.石膏",$E$,E,single_choice
"肾阴不足,心火偏亢,以致心肾不交,其治疗宜用

A.抑木扶土法
B.泻南补北法
C.培土制水法
D.金水相生法
E.益火补土法",$B$,B,single_choice
"知母的主要的产地是 。

A.河南
B.江西
C.东北
D.陕西
E.河北",$E$,E,single_choice
"行痹症见

A.肢体关节、肌肉疼痛酸楚，疼痛呈游走性
B.肢体关节疼痛，部位固定，遇寒痛甚
C.肢体关节、肌肉酸楚、重着，肿胀散漫
D.关节肿胀局限，见皮下结节
E.肢体关节疼痛，屈伸不利，关节肿大僵硬、变形",$A$,A,single_choice
"肺气肃降，促进

A.小肠化物，泌别清浊
B.大肠传导，排出糟粕
C.二者均是
D.二者均非",$B$,B,single_choice
"七叶一枝花的正名是

A.草河车
B.紫河车
C.蚤休
D.三七花
E.重楼",$E$,E,single_choice
"针刺基本手法有

A.提插法
B.仰卧法
C.捻转法
D.震颤法
E.迎随法",$A$,A,single_choice
"皂苷元以齐墩果烷为多见的是 。

A.β-香树脂烷型三萜类
B.α-香树脂烷型三萜类
C.达玛烷型三萜类
D.羊毛脂甾烷型三萜类
E.甾醇类",$A$,A,single_choice
"亡阴亡阳证多见于：（      ）

A.初病
B.久病
C.重病
D.危病
E.新病",$D$,D,single_choice
"主治是外感风热时毒、火毒内盛的是

A.安宫牛黄丸
B.清开灵口服液
C.局方至宝散
D.万氏牛黄清心丸
E.苏合香丸",$B$,B,single_choice
"川芎与哪种花类中药配伍，既散风热、平肝阳，又理气活血止痛，治风热头痛或肝阳头痛适宜的是

A.西红花
B.红花
C.菊花
D.丁香
E.鸡冠花",$C$,C,single_choice
"属于硫苷类化合物的是 。

A.红景天苷
B.天麻苷
C.萝卜苷
D.苦杏仁苷
E.芦荟苷",$C$,C,single_choice
"痔外静脉丛血管破裂，所形成的肛周圆形或椭圆形瘀血肿块，患者突感肛门部剧烈疼痛，肛缘皮下可扪及一触痛性肿物，呈暗紫色。称为

A.血栓性外痔
B.结缔组织性外痔
C.静脉曲张性外痔
D.炎性外痔",$A$,A,single_choice
"治疗小儿传染性单核细胞增多症湿热壅滞证，应首选的方剂是

A.消风散
B.止痉散
C.白虎汤
D.甘露消毒丹
E.清瘟败毒饮",$D$,D,single_choice
"大便稀溏者慎用的是

A.柏子养心丸
B.养血安神丸
C.枣仁安神液
D.朱砂安神丸
E.天王补心丸",$E$,E,single_choice
"现行版药典规定，硬胶囊剂崩解时限规定为 。

A.15min
B.20min
C.30min
D.35min
E.40min",$C$,C,single_choice
"弦脉的主病有

A.实热
B.食积
C.两者均有
D.两者均无",$D$,D,single_choice
"治寒凝气滞，肝气犯胃之胃脘胀痛宜用

A.枳实配白术
B.川楝子配延胡索
C.香附配高良姜
D.薤白配瓜蒌
E.陈皮配半夏",$C$,C,single_choice
"木脂素的基本骨架是 。

A.C6-C6
B.C6-C3
C.C6-C3-C6
D.C3-C6
E.C6-C5",$B$,B,single_choice
"可用于风寒湿痹、肢体疼痛、麻木 。

A.用于湿痰咳嗽，痰热内结
B.外用于疮痈肿毒
C.降逆止呕
D.健脾温胃、燥湿化痰
E.偏于祛寒痰，并能调和脾胃",$E$,E,single_choice
"按虚里除……外，均属正常：（    ）

A.按之应手
B.动微不显
C.动而不紧
D.从容和缓
E.节律整齐",$B$,B,single_choice
"青敷膏适用于

A.局部红肿热痛
B.跌打损伤引起的淤血肿痛
C.皮肤病欣痒肿痛
D.局部不红不热，漫肿无痛",$D$,D,single_choice
"治疗腰痛时，湿热腰痛，治宜选方

A.甘姜苓术汤
B.独活寄生汤
C.四妙丸
D.身痛逐瘀汤
E.右归丸",$C$,C,single_choice
"不是地黄饮子功用的一项是（ ）

A.滋阴
B.开窍
C.化痰
D.疏肝
E.补阳",$D$,D,single_choice
"七厘散适用于

A.跌打损伤，闪腰岔气，筋伤骨折，瘀血肿痛
B.跌打损伤，瘀血肿痛，吐血、咳血、便血、痔血，崩漏下血
C.跌打损伤，血瘀疼痛，外伤出血
D.筋骨疼痛，肢体拘挛，腰背酸痛，跌打损伤
E.跌打损伤，瘀血肿痛",$C$,C,single_choice
"下列哪项不是酒蕲蛇的作用 。

A.祛风通络
B.矫味，减少腥气
C.活血通络，杀虫
D.便于粉碎和制剂
E.止痉",$C$,C,single_choice
"桃核承气汤组成为:

A.调胃承气汤加桃仁、桂枝
B.小承气汤加桃仁、桂枝
C.大承气汤加桃仁、桂枝
D.麻子仁丸加桃仁、桂枝
E.以上都不对",$A$,A,single_choice
"高级功效是指 。

A.中药防治、诊断疾病及强身健体的作用
B.中药防治、诊断疾病及强身健体作用的高度概括
C.中药防治、诊断疾病及强身健体作用的用语原始直白
D.中药防治、作用部位及强身健体的作用
E.中药防治、安全程度及强身健体的作用",$B$,B,single_choice
"汗证属虚证者的治疗原则是

A.化湿和营
B.调和营卫
C.温肾固摄
D.清化湿热
E.清肝泄热",$B$,B,single_choice
"补阴时适当配以补阳药称为

A.寒者热之
B.阴中求阳
C.阳中求阴
D.滋阴壮水
E.扶阳益火",$A$,A,single_choice
"朱砂主要用于

A.各种原因引起的心神不宁
B.阴虚血少之心神不宁
C.心火亢盛之心神不宁
D.心肾不交之心神不宁
E.肝阳上亢兼心神不宁",$D$,D,single_choice
"功能化瘀止血，尤长于止痛，用于治瘀滞疼痛的药物

A.槐花
B.地榆
C.三七
D.白芨",$C$,C,single_choice
"与四氢硼钠试剂反应呈阳性的是 。

A.查尔酮
B.花色素
C.二氢黄酮
D.异黄酮
E.多糖",$C$,C,single_choice
"属于活血化瘀息风剂的是

A.复方丹参片
B.血府逐瘀口服液
C.麝香保心丸
D.稳心颗粒
E.人参再造丸",$E$,E,single_choice
"现存最古老的方书为

A.《五十二病方》
B.《神农本草经》
C.《小品方》
D.《皇帝内经》
E.《伤寒杂病论》",$A$,A,single_choice
"外感表证初起，常见：（    ）

A.淡白舌
B.淡红舌
C.红舌
D.青舌
E.降舌",$B$,B,single_choice
"微球属于靶向制剂的类型是 。

A.磁性靶向
B.热敏感靶向
C.主动靶向
D.被动靶向
E.物理化学靶向",$D$,D,single_choice
"过量服用含有朱砂的药物会引起

A.角弓反张，痉挛
B.牙关紧闭，心律失常
C.大汗，脱发，口唇糜烂
D.吐血、咯血、便血、尿血、黄疸
E.口腔粘膜充血，牙龈肿胀，少尿",$E$,E,single_choice
"属于蒽醌类的化合物是 。

A.丹参新醌乙
B.葛根素
C.紫草素
D.番泻苷A
E.隐丹参醌",$D$,D,single_choice
"配伍后用于肝郁气滞之胸闷胁痛、痛经及月经不调的药物是

A.红花、桃仁
B.牛膝、苍术、黄柏
C.川芎、柴胡、香附
D.郁金、石菖蒲
E.丹参、虎杖",$C$,C,single_choice
"成书于宋代，具有极高的学术价值和文献价值的是 。

A.《证类本草》
B.《中华本草》
C.《本草纲目》
D.《新修本草》
E.《本草经集注》",$A$,A,single_choice
"某女，40岁。带下量多，色白，质稀薄，无臭气，绵绵不断，神倦乏力，四肢不温，纳少便溏，两足肿，面色白。舌质淡，苔白腻，脉缓弱，其证候是

A.湿热
B.痰湿
C.脾虚
D.肝郁
E.肾虚",$A$,A,single_choice
"导致内风证的常见原因，不包括哪项：（      ）

A.热盛
B.阳亢
C.血瘀
D.血虚
E.阴虚",$C$,C,single_choice
"亚硫酸氢钠在注射液中的作用是 。

A.增溶剂
B.抗氧剂
C.抑菌剂
D.助悬剂
E.乳化剂",$B$,B,single_choice
"与西药利尿药联用，可以增强利尿效果的中药方剂有

A.桂枝茯苓丸
B.木防己汤
C.黄连解毒丸
D.大柴胡汤
E.麦门冬汤",$B$,B,single_choice
"下列哪项是营分证的病机特点：（    ）

A.热在心肝，伤阴动血
B.热在营阴，阴液耗伤
C.热灼营阴，耗血动风
D.热灼营阴，心神被扰
E.热在心营，伤阴动风",$A$,A,single_choice
"下列何项不是玉屏风散的药组（ ）

A.黄芪
B.防已
C.白术
D.大枣
E.防风",$B$,B,single_choice
"下列临床表现中，哪一项非火淫证候：（      ）

A.壮热
B.瘫疹
C.脉数
D.肌肉润动
E.谵妄吐衄",$D$,D,single_choice
"药物细粉以适宜液体为润湿剂或黏合剂泛制而成的圆球形制剂为 。

A.塑制丸
B.滴制丸
C.糊丸
D.泛制丸
E.蜜丸",$D$,D,single_choice
"用土炒的是 。

A.斑蝥
B.苍术
C.白术
D.马钱子
E.水蛭",$C$,C,single_choice
"下列哪项症状列属中医理论颈椎病风寒湿证型

A.颈、肩、上肢麻木、窜痛，以痛为主，头有沉重感，颈部僵硬
B.颈、肩、上肢刺痛，痛处固定，伴有肢体麻木
C.头晕目眩，头重如裹，四肢麻木不仁
D.眩晕，头痛，耳鸣耳聋，失眠多梦，肢体麻木",$D$,D,single_choice
"《内经》所说""味过于辛"",则

A.肝气以津，脾气乃绝
B.大骨气劳，短肌，心气抑
C.脾气不濡，胃气乃厚
D.心气喘满，色黑，肾气不衡
E.筋脉沮弛，精神乃央",$E$,E,single_choice
"主热而不主寒的舌苔是：(    )

A.白苔
B.黄苔
C.腻苔
D.灰黑苔
E.积粉苔",$E$,E,single_choice
"《素问 · 疏五过论》“尝贵后贱” 可致""脱营"",其影响因素是

A.体质因素
B.社会环境因素
C.地理差异因素
D.季节因素",$B$,B,single_choice
"为防止灰尘污染不宜放在一般药斗内的药是

A.血竭粉
B.牛黄
C.罂粟壳
D.阿魏
E.龟甲",$A$,A,single_choice
"消渴病，多食易饥，小便尿浑而黄，形体消瘦，苔薄黄，脉滑数。宜选上述何方加减治疗

A.一贯煎
B.玉女煎
C.七味白术散
D.六味地黄丸
E.肾气丸",$B$,B,single_choice
"因恐惧过度而出现二便失禁，摄纳不住的表现是

A.气上的症状
B.气下的症状
C.气乱的症状
D.气结的症状
E.气消的症状",$B$,B,single_choice
"对黄疸病人做实验观察并做早期记载的是

A.《伤寒杂病论》
B.《三因极一病证方论》
C.《诸病源候论》
D.《肘后备急方》
E.《察病指南》",$D$,D,single_choice
"治疗内伤发热阴虚发热证的代表方是

A.丹栀逍遥散
B.清骨散
C.补中益气汤
D.血府逐瘀汤
E.通窍活血汤",$B$,B,single_choice
"泡沫形态喷出的气雾剂是 。

A.混悬型气雾剂
B.吸入粉雾剂
C.溶液型气雾剂
D.泡沫剂
E.喷雾剂",$D$,D,single_choice
"辛凉平剂是指：

A.桑菊饮
B.银翘散
C.桑杏汤
D.桔梗汤
E.白虎汤",$B$,B,single_choice
"脊髓型颈椎病诊断与下列哪项最无关

A.下肢发紧，发麻，行走困难
B.上肢发麻，肌力弱，持物不稳
C.大小便失禁
D.压头及牵拉试验阳性",$D$,D,single_choice
"Ⅰ型强心苷是 。

A.苷元-（D-葡萄糖）y
B.苷元-（6-去氧糖甲醚）x-（D-葡萄糖）y
C.苷元-（2，6-二去氧糖）x-（D-葡萄糖）y
D.苷元-（6-去氧糖）x-（D-葡萄糖）y
E.苷元-（D-葡萄糖）y-（2，6-二去氧糖）x",$C$,C,single_choice
"《中国药典》中，前胡的质量控制成分的结构类型是 。

A.香豆素类
B.黄酮类
C.蒽醌
D.木脂素类
E.二萜类",$A$,A,single_choice
"西瓜霜的作用是 。

A.降低毒性
B.缓和药性
C.增强清热泻火
D.增强清热化痰
E.增强养心安神",$C$,C,single_choice
"“镜面舌”的主病是：(    )

A.胃阴耗竭
B.胃气大伤
C.胃之气阴大伤
D.脾胃气虚
E.肾阴枯竭",$C$,C,single_choice
"甘草生用长于

A.补中益气
B.泻火解毒
C.缓急止痛
D.祛痰止咳
E.缓和药性",$B$,B,single_choice
"L-夹竹桃糖的结构为 。

A.红或紫色
B.黄绿色
C.蓝或青色
D.蓝绿色
E.绿色",$D$,D,single_choice
"《景岳全书·新方八略》“阴得阳升而泉源不竭”的治法则是

A.益火之源，以消阴翳
B.壮水之主，以制阳光
C.阳中求阴，阴气得复
D.阴中求阳，阳气充盛
E.阳病治阴，阴阳平衡",$C$,C,single_choice
"患儿，5 岁。突然壮热，神志昏迷，烦躁谵妄，反复抽搐，惊厥不已，呕吐腹痛，大便夹脓血，舌质红，苔黄腻，脉象滑数。治疗应首选的方剂是

A.羚角钩藤汤
B.普济消毒饮
C.黄连解毒汤合白头翁汤
D.白虎汤合玉枢丹
E.清瘟败毒饮",$C$,C,single_choice
"湿温初起而见“胸闷不饥”的主要原因是

A.胃肠有积滞
B.湿热阻滞中焦气机
C.中气实
D.胃强脾弱
E.中气虚",$B$,B,single_choice
"属于“子病犯母”的是：

A.脾病及肺
B.脾病及肾
C.肝病及肾
D.肝病及心
E.肺病及肾",$C$,C,single_choice
"用温热药治疗寒证的方法，属于

A.热者寒之
B.寒者热之
C.热因热用
D.塞因塞用
E.通因通用",$B$,B,single_choice
"脾虚湿盛证。饮食不化，胸脘痞闷，肠鸣泄泻，四肢乏力，形体消瘦，舌淡苔白腻，脉虚缓。宜选

A.真人养脏汤
B.参苓白术散
C.芍药汤
D.理中丸
E.葛根芩连汤",$B$,B,single_choice
"对应寒热辨证的有 。

A.解表、发表、温里、攻里
B.补虚、泻实
C.补阴、滋阴、敛阴、补阳、助阳、温阳、回阳
D.散表热、清里热、散表寒、散里寒等
E.润燥、清热",$D$,D,single_choice
